Region,Department,Employment_type,Age,UserLanguage,is_synthetic,RespondentID
Zuid-Holland,Operations,<3 year,25-35,NL,1,c968c145
Overijssel,Strategy & Innovation,3-10 year,25-35,NL,1,0ab04048
Drenthe,Procurement,3-10 year,55+,NL,1,6b2cc294
Drenthe,Projectmanagement,>20 year,55+,NL,1,864c2b46
Friesland,Marketing,>20 year,35-45,NL,1,5394102c
Limburg,Procurement,<3 year,25-35,NL,1,faaac978
Gelderland,Klantenservice,3-10 year,45-55,NL,1,21ad4f7d
Utrecht,Sustainability,10-20 year,55+,NL,1,f43ca487
Flevoland,Sales,>20 year,25-35,NL,1,31f109e4
Zeeland,Maintenance & Management,10-20 year,25-35,NL,1,c4f72ebf
Overijssel,Marketing,3-10 year,35-45,NL,1,0f153b78
Gelderland,Maintenance & Management,3-10 year,25-35,NL,1,33cd620c
Zuid-Holland,Procurement,<3 year,55+,NL,1,79f70ac2
Flevoland,Communication,3-10 year,25-35,NL,1,76a8bfa7
Gelderland,Research & Development,3-10 year,45-55,NL,1,a5b9420f
Flevoland,Strategy & Innovation,10-20 year,55+,NL,1,14729749
Limburg,Research & Development,<3 year,45-55,NL,1,f3544894
Limburg,Operations,3-10 year,35-45,NL,1,6eb3df20
Overijssel,Klantenservice,10-20 year,45-55,NL,1,4de3e5fe
Noord-Holland,Sales,>20 year,45-55,NL,1,15751c68
Zuid-Holland,Data & Analytics,10-20 year,35-45,NL,1,ab807d7d
Overijssel,Klantenservice,<3 year,55+,NL,1,3bab1f15
Zeeland,Supply Chain,>20 year,<25,NL,1,d0dd4c29
Noord-Holland,Sustainability,>20 year,25-35,NL,1,7a3584bf
Overijssel,Sales,>20 year,<25,NL,1,6c1d337f
Utrecht,Supply Chain,3-10 year,25-35,NL,1,9.89E+14
Flevoland,Strategy & Innovation,10-20 year,25-35,NL,1,b75be897
Gelderland,ICT,10-20 year,45-55,NL,1,72e66bb9
Utrecht,HR,<3 year,45-55,NL,1,21c6c94a
Utrecht,Strategy & Innovation,3-10 year,35-45,NL,1,645c6f4a
Zeeland,HR,<3 year,35-45,NL,1,d7af7a5a
Utrecht,Procurement,3-10 year,45-55,NL,1,ee7384fd
Overijssel,Operations,>20 year,<25,NL,1,ee6bdc3e
Limburg,Communication,<3 year,<25,NL,1,69c68553
Drenthe,Sales,3-10 year,55+,NL,1,049d7b0f
Noord-Holland,Sustainability,3-10 year,55+,NL,1,42d84fcf
Utrecht,Sustainability,3-10 year,<25,NL,1,c64453ff
Noord-Holland,Research & Development,<3 year,45-55,NL,1,3a65a79c
Overijssel,Data & Analytics,3-10 year,<25,NL,1,a1996691
Utrecht,Sustainability,<3 year,35-45,NL,1,2cea7cfc
Zuid-Holland,Quality & Safety,10-20 year,35-45,NL,1,72606928
Friesland,Sales,>20 year,<25,NL,1,59c24407
Noord-Holland,Sales,>20 year,25-35,NL,1,c6ae1f40
Limburg,Quality & Safety,3-10 year,25-35,NL,1,32df581d
Limburg,Supply Chain,<3 year,<25,NL,1,daa7c5f1
Utrecht,Sales,<3 year,25-35,NL,1,ad981792
Overijssel,HR,>20 year,25-35,NL,1,fdddf887
Drenthe,Finance,<3 year,25-35,NL,1,29b3a30c
Utrecht,Procurement,>20 year,45-55,NL,1,a02f9b32
Utrecht,Communication,10-20 year,55+,NL,1,8d34d831
Zuid-Holland,Supply Chain,3-10 year,<25,NL,1,6e51e4f1
Noord-Holland,Sustainability,>20 year,<25,NL,1,9e737ac9
Limburg,Communication,10-20 year,<25,NL,1,aa3a58bc
Noord-Holland,Klantenservice,<3 year,55+,NL,1,cff0fef1
Noord-Holland,Finance,3-10 year,25-35,NL,1,51b7322f
Gelderland,Data & Analytics,<3 year,35-45,NL,1,b14ea140
Utrecht,Procurement,3-10 year,35-45,NL,1,41cf4143
Overijssel,Supply Chain,>20 year,35-45,NL,1,88f6f279
Zuid-Holland,Sustainability,<3 year,55+,NL,1,31eef624
Zeeland,Klantenservice,<3 year,<25,NL,1,20b886f6
Utrecht,Research & Development,>20 year,45-55,NL,1,2397918d
Flevoland,Sustainability,10-20 year,35-45,NL,1,fd89e577
Utrecht,HR,3-10 year,45-55,NL,1,b051dd17
Drenthe,Quality & Safety,10-20 year,45-55,NL,1,314b34b3
Overijssel,Sales,>20 year,35-45,NL,1,a1ee812d
Overijssel,Sustainability,<3 year,35-45,NL,1,56a30963
Zuid-Holland,Projectmanagement,3-10 year,<25,NL,1,540268cd
Drenthe,Strategy & Innovation,<3 year,<25,NL,1,1919e926
Limburg,Data & Analytics,10-20 year,45-55,NL,1,48cadcb8
Utrecht,Data & Analytics,3-10 year,55+,NL,1,ad61acf1
Noord-Holland,ICT,>20 year,25-35,NL,1,491f2abf
Drenthe,Marketing,3-10 year,25-35,NL,1,84db1282
Friesland,Research & Development,<3 year,<25,NL,1,1d213163
Zuid-Holland,Research & Development,<3 year,55+,NL,1,583c2792
Friesland,Strategy & Innovation,3-10 year,35-45,NL,1,44776141
Gelderland,Finance,>20 year,35-45,NL,1,0336f0d4
Drenthe,Sustainability,10-20 year,35-45,NL,1,84c2be3f
Limburg,Sales,10-20 year,55+,NL,1,5ef252e3
Drenthe,Supply Chain,<3 year,35-45,NL,1,f9c8161b
Utrecht,Operations,>20 year,<25,NL,1,3229ba51
Gelderland,Research & Development,10-20 year,45-55,NL,1,f63907fd
Zuid-Holland,Supply Chain,>20 year,35-45,NL,1,782cbf80
Friesland,Projectmanagement,3-10 year,45-55,NL,1,4c8eddb0
Zuid-Holland,HR,<3 year,55+,NL,1,beead574
Flevoland,ICT,>20 year,35-45,NL,1,f2d04d8b
Friesland,Quality & Safety,10-20 year,45-55,NL,1,1e097d4a
Zeeland,ICT,<3 year,25-35,NL,1,67bbe037
Friesland,Operations,>20 year,25-35,NL,1,da53271a
Noord-Holland,Strategy & Innovation,<3 year,<25,NL,1,61b95541
Limburg,Maintenance & Management,10-20 year,35-45,NL,1,1b8e8706
Friesland,Sustainability,10-20 year,35-45,NL,1,c72e3099
Flevoland,Operations,<3 year,55+,NL,1,b7c33ef8
Gelderland,Marketing,10-20 year,45-55,NL,1,a65e01e3
Drenthe,Supply Chain,>20 year,45-55,NL,1,96120d41
Noord-Holland,Supply Chain,>20 year,25-35,NL,1,1a253bbf
Overijssel,Procurement,3-10 year,25-35,NL,1,fba58bf6
Zeeland,ICT,<3 year,55+,NL,1,cdcc5dce
Limburg,ICT,10-20 year,55+,NL,1,19ad806d
Overijssel,Quality & Safety,10-20 year,55+,NL,1,b513688c
Limburg,Data & Analytics,10-20 year,25-35,NL,1,7eb809d4
Zeeland,Sales,<3 year,<25,NL,1,37920a75
Zeeland,Sustainability,>20 year,35-45,NL,1,f1ef26bd
Friesland,Communication,<3 year,25-35,NL,1,bb282dd9
Zuid-Holland,Projectmanagement,3-10 year,25-35,NL,1,ef24c2dc
Overijssel,Procurement,3-10 year,55+,NL,1,dee0ebc7
Zeeland,Maintenance & Management,>20 year,<25,NL,1,18eec474
Limburg,ICT,10-20 year,25-35,NL,1,4ad1b81f
Noord-Holland,ICT,>20 year,35-45,NL,1,d2f30a11
Limburg,Marketing,10-20 year,25-35,NL,1,47ad68c0
Overijssel,Operations,<3 year,35-45,NL,1,4ad68e20
Zuid-Holland,Operations,10-20 year,<25,NL,1,b5f30e72
Drenthe,Projectmanagement,<3 year,<25,NL,1,a7be69e8
Zeeland,Marketing,3-10 year,<25,NL,1,891bb3c5
Zeeland,Sales,>20 year,<25,NL,1,84c24354
Utrecht,Quality & Safety,3-10 year,35-45,NL,1,e05f13b2
Flevoland,Maintenance & Management,10-20 year,55+,NL,1,2de4e53e
Friesland,Klantenservice,3-10 year,<25,NL,1,36c3f208
Noord-Holland,Research & Development,3-10 year,45-55,NL,1,72c92c08
Drenthe,Strategy & Innovation,10-20 year,55+,NL,1,0c8fb318
Friesland,Klantenservice,10-20 year,25-35,NL,1,1d9e4fef
Noord-Holland,HR,<3 year,45-55,NL,1,bd2a8b26
Flevoland,Data & Analytics,3-10 year,25-35,NL,1,39af83ab
Zeeland,Sales,10-20 year,25-35,NL,1,88accd41
Zeeland,Quality & Safety,<3 year,25-35,NL,1,f66bc4d5
Limburg,Data & Analytics,>20 year,55+,NL,1,09338d28
Gelderland,Supply Chain,<3 year,25-35,NL,1,cad42616
Utrecht,Operations,>20 year,25-35,NL,1,31a9205b
Overijssel,Maintenance & Management,>20 year,35-45,NL,1,235f7875
Flevoland,Procurement,<3 year,25-35,NL,1,81c06134
Friesland,Supply Chain,3-10 year,35-45,NL,1,d7999b4d
Zeeland,ICT,>20 year,25-35,NL,1,e7b5d90d
Limburg,Sustainability,>20 year,<25,NL,1,1804cc98
Limburg,Klantenservice,10-20 year,<25,NL,1,1cbe34c7
Overijssel,ICT,>20 year,45-55,NL,1,b2e8236b
Flevoland,Procurement,3-10 year,25-35,NL,1,a90c7f42
Friesland,ICT,10-20 year,<25,NL,1,c8ac3d85
Zuid-Holland,Communication,3-10 year,<25,NL,1,b07dffa6
Drenthe,Supply Chain,10-20 year,55+,NL,1,441305f4
Friesland,Research & Development,10-20 year,45-55,NL,1,4a5ae40f
Noord-Holland,Sales,3-10 year,<25,NL,1,1cbe24b5
Friesland,Procurement,>20 year,55+,NL,1,2638767b
Overijssel,Research & Development,10-20 year,25-35,NL,1,2938b045
Gelderland,HR,<3 year,35-45,NL,1,cfa7627f
Zeeland,HR,3-10 year,35-45,NL,1,9d98c2d2
Utrecht,Operations,<3 year,25-35,NL,1,76169314
Zuid-Holland,Operations,>20 year,55+,NL,1,8f58a0c8
Zeeland,Sustainability,3-10 year,<25,NL,1,77108060
Flevoland,Strategy & Innovation,3-10 year,35-45,NL,1,6f1e2868
Zeeland,HR,3-10 year,25-35,NL,1,393f5c56
Zeeland,Sales,>20 year,55+,NL,1,2834f9e7
Utrecht,Klantenservice,<3 year,25-35,NL,1,b80b9026
Zuid-Holland,Operations,<3 year,45-55,NL,1,f8872e18
Zeeland,Quality & Safety,>20 year,45-55,NL,1,ac08672f
Noord-Holland,Sustainability,<3 year,55+,NL,1,367122c6
Zeeland,Maintenance & Management,<3 year,35-45,NL,1,19c36c25
Overijssel,Research & Development,>20 year,25-35,NL,1,7d0ae6f9
Flevoland,ICT,3-10 year,55+,NL,1,acb32e95
Gelderland,Maintenance & Management,>20 year,55+,NL,1,7880df12
Zuid-Holland,Procurement,<3 year,35-45,NL,1,c60d89fb
Zeeland,Marketing,10-20 year,35-45,NL,1,8fb58996
Overijssel,Procurement,>20 year,55+,NL,1,4d8972cd
Drenthe,Sales,10-20 year,55+,NL,1,7babff6b
Overijssel,Finance,>20 year,25-35,NL,1,f13439cd
Drenthe,Klantenservice,3-10 year,55+,NL,1,281ec3e9
Gelderland,Sustainability,<3 year,55+,NL,1,676e0376
Noord-Holland,Research & Development,<3 year,25-35,NL,1,7ecf519d
Utrecht,Klantenservice,10-20 year,45-55,NL,1,3f3fd588
Overijssel,Klantenservice,>20 year,<25,NL,1,72960140
Noord-Holland,Quality & Safety,3-10 year,<25,NL,1,440be3c4
Drenthe,Quality & Safety,3-10 year,<25,NL,1,8dfbc6fd
Friesland,Supply Chain,3-10 year,25-35,NL,1,66c661c2
Zuid-Holland,Sales,<3 year,25-35,NL,1,f8c9110e
Zuid-Holland,Operations,<3 year,55+,NL,1,d8fada09
Flevoland,Quality & Safety,<3 year,45-55,NL,1,e30c1721
Drenthe,Sales,3-10 year,<25,NL,1,78f49cd3
Zeeland,Data & Analytics,<3 year,<25,NL,1,578ab020
Drenthe,Sustainability,<3 year,55+,NL,1,c43ea6c3
Limburg,ICT,<3 year,55+,NL,1,f396f0c5
Zuid-Holland,Sales,<3 year,55+,NL,1,1a66befc
Limburg,Data & Analytics,3-10 year,35-45,NL,1,fe204c3c
Noord-Holland,Quality & Safety,<3 year,<25,NL,1,ccd59e25
Zuid-Holland,Maintenance & Management,3-10 year,25-35,NL,1,e8e69cba
Friesland,Communication,3-10 year,45-55,NL,1,d4c993bd
Gelderland,Supply Chain,>20 year,25-35,NL,1,b9d4bdcd
Drenthe,Sustainability,>20 year,25-35,NL,1,708dbf0d
Friesland,Strategy & Innovation,10-20 year,<25,NL,1,498d808c
Friesland,Klantenservice,10-20 year,<25,NL,1,8b7da97f
Drenthe,Procurement,3-10 year,25-35,NL,1,91b6666d
Flevoland,Finance,10-20 year,55+,NL,1,6d29ce70
Zeeland,Quality & Safety,3-10 year,25-35,NL,1,fe1e81db
Drenthe,Maintenance & Management,>20 year,35-45,NL,1,689f3c10
Friesland,Data & Analytics,<3 year,25-35,NL,1,89eac81d
Friesland,Projectmanagement,<3 year,35-45,NL,1,c3c08856
Noord-Holland,Klantenservice,>20 year,35-45,NL,1,c7382f50
Limburg,Finance,3-10 year,45-55,NL,1,60eba263
Drenthe,Sales,3-10 year,45-55,NL,1,0c323593
Overijssel,Projectmanagement,10-20 year,55+,NL,1,38e1f8f2
Friesland,Klantenservice,10-20 year,45-55,NL,1,59d75564
Gelderland,Projectmanagement,>20 year,45-55,NL,1,499f8e72
Overijssel,Sales,3-10 year,35-45,NL,1,42b37554
Drenthe,HR,<3 year,45-55,NL,1,fb3cb66c
Limburg,Sales,<3 year,<25,NL,1,901cb614
Noord-Holland,Strategy & Innovation,3-10 year,<25,NL,1,b9e246e1
Noord-Holland,Marketing,<3 year,55+,NL,1,5f3a500c
Flevoland,Projectmanagement,10-20 year,55+,NL,1,35f7692e
Flevoland,Projectmanagement,>20 year,25-35,NL,1,7cd68f08
Drenthe,Klantenservice,3-10 year,35-45,NL,1,43a03f61
Zeeland,Procurement,>20 year,55+,NL,1,be5d4fbe
Gelderland,ICT,3-10 year,25-35,NL,1,05c2c1b7
Overijssel,Communication,>20 year,<25,NL,1,547ccd63
Noord-Holland,Marketing,>20 year,<25,NL,1,75b6cf3a
Gelderland,Sales,3-10 year,45-55,NL,1,ea797e64
Gelderland,Projectmanagement,3-10 year,25-35,NL,1,2e866bbd
Flevoland,Marketing,3-10 year,<25,NL,1,07ac4d05
Friesland,Finance,10-20 year,<25,NL,1,fdf933da
Noord-Holland,ICT,>20 year,45-55,NL,1,03cc00f1
Limburg,Maintenance & Management,10-20 year,45-55,NL,1,e2de252d
Utrecht,Strategy & Innovation,<3 year,35-45,NL,1,2e33d9e8
Friesland,Klantenservice,10-20 year,35-45,NL,1,724571a2
Limburg,Sustainability,3-10 year,35-45,NL,1,b858121c
Flevoland,Maintenance & Management,3-10 year,55+,NL,1,a90fe60e
Limburg,Projectmanagement,<3 year,55+,NL,1,c617dce4
Friesland,Research & Development,10-20 year,35-45,NL,1,266c0d0b
Limburg,Finance,<3 year,<25,NL,1,37b4c0ec
Flevoland,HR,>20 year,55+,NL,1,64d67eb7
Flevoland,Strategy & Innovation,3-10 year,45-55,NL,1,a2da5311
Noord-Holland,Supply Chain,<3 year,<25,NL,1,4d29f8a7
Noord-Holland,Operations,10-20 year,45-55,NL,1,697ec44b
Drenthe,Strategy & Innovation,>20 year,45-55,NL,1,894d8af2
Noord-Holland,Operations,>20 year,55+,NL,1,7aac8a2f
Flevoland,Klantenservice,>20 year,55+,NL,1,63c22d53
Overijssel,Finance,>20 year,45-55,NL,1,6c74ae3c
Gelderland,Sustainability,10-20 year,25-35,NL,1,a6d9d8e5
Zeeland,Sales,3-10 year,55+,NL,1,d417d8bf
Drenthe,Operations,10-20 year,35-45,NL,1,8b9bdd8a
Overijssel,ICT,<3 year,35-45,NL,1,ebbefbeb
Overijssel,Communication,10-20 year,<25,NL,1,e0aae6df
Zeeland,Procurement,>20 year,45-55,NL,1,7d921908
Zuid-Holland,Research & Development,3-10 year,35-45,NL,1,2e0587b8
Utrecht,Projectmanagement,10-20 year,55+,NL,1,e698c636
Limburg,Procurement,>20 year,55+,NL,1,7b96c048
Limburg,Communication,>20 year,35-45,NL,1,003bfba5
Drenthe,Procurement,10-20 year,55+,NL,1,4eddc5a1
Drenthe,Maintenance & Management,<3 year,45-55,NL,1,7e98af12
Zuid-Holland,Research & Development,3-10 year,<25,NL,1,e0f3a1dc
Limburg,Klantenservice,10-20 year,35-45,NL,1,fab54836
Utrecht,Operations,10-20 year,35-45,NL,1,0d3b3bf6
Noord-Holland,Projectmanagement,3-10 year,55+,NL,1,51118b28
Flevoland,HR,10-20 year,35-45,NL,1,958393cb
Flevoland,Communication,10-20 year,<25,NL,1,a1813b72
Noord-Holland,Communication,3-10 year,55+,NL,1,68d2c881
Noord-Holland,Data & Analytics,>20 year,35-45,NL,1,1b6bf8dc
Limburg,Data & Analytics,<3 year,25-35,NL,1,09991d9c
Noord-Holland,Finance,<3 year,45-55,NL,1,dce0021c
Overijssel,Supply Chain,3-10 year,<25,NL,1,78c4b276
Drenthe,Sales,<3 year,25-35,NL,1,883e2194
Friesland,Finance,>20 year,25-35,NL,1,c36b9ae9
Limburg,Research & Development,3-10 year,25-35,NL,1,fa243e16
Drenthe,Projectmanagement,<3 year,55+,NL,1,c280a7d4
Overijssel,Procurement,>20 year,25-35,NL,1,b83f9239
Zeeland,Communication,<3 year,35-45,NL,1,f9333570
Overijssel,Research & Development,>20 year,35-45,NL,1,75bf228e
Flevoland,Sales,>20 year,45-55,NL,1,b65214a3
Limburg,Maintenance & Management,>20 year,25-35,NL,1,c8dc687a
Zuid-Holland,Strategy & Innovation,<3 year,45-55,NL,1,2.13E+06
Zuid-Holland,Klantenservice,>20 year,45-55,NL,1,ea55a9db
Zuid-Holland,Supply Chain,10-20 year,25-35,NL,1,ffc085b8
Flevoland,Research & Development,3-10 year,35-45,NL,1,46c5372b
Overijssel,HR,10-20 year,35-45,NL,1,f12e25cc
Gelderland,Marketing,>20 year,25-35,NL,1,920eb551
Zeeland,Projectmanagement,3-10 year,55+,NL,1,91abc284
Gelderland,Supply Chain,3-10 year,45-55,NL,1,b87986e5
Drenthe,Data & Analytics,3-10 year,55+,NL,1,34f39d1e
Limburg,Maintenance & Management,<3 year,25-35,NL,1,f974c460
Flevoland,Maintenance & Management,<3 year,55+,NL,1,1b9b0692
Noord-Holland,Strategy & Innovation,3-10 year,25-35,NL,1,340a26e8
Zuid-Holland,Strategy & Innovation,>20 year,45-55,NL,1,41509a19
Limburg,Marketing,3-10 year,35-45,NL,1,a5ef9ab0
Noord-Holland,Marketing,>20 year,55+,NL,1,10a43705
Zeeland,Research & Development,>20 year,55+,NL,1,978e268e
Gelderland,Procurement,>20 year,25-35,NL,1,95bd254e
Zuid-Holland,HR,<3 year,<25,NL,1,1c495b8b
Friesland,Strategy & Innovation,<3 year,25-35,NL,1,c30a9b38
Overijssel,Maintenance & Management,<3 year,35-45,NL,1,dfe2b230
Drenthe,ICT,<3 year,55+,NL,1,9b2cac97
Drenthe,Strategy & Innovation,>20 year,55+,NL,1,c5dd3843
Friesland,Maintenance & Management,3-10 year,<25,NL,1,5b1af582
Zuid-Holland,ICT,>20 year,<25,NL,1,3d5c28e9
Gelderland,Maintenance & Management,>20 year,45-55,NL,1,936934ae
Zeeland,HR,10-20 year,35-45,NL,1,70136d52
Zuid-Holland,Finance,>20 year,45-55,NL,1,09b4cf83
Zuid-Holland,Projectmanagement,10-20 year,25-35,NL,1,656e9261
Zuid-Holland,Projectmanagement,3-10 year,35-45,NL,1,4cbf5796
Drenthe,Supply Chain,<3 year,25-35,NL,1,7dc355d7
Utrecht,Communication,<3 year,25-35,NL,1,2cffa440
Utrecht,Projectmanagement,<3 year,<25,NL,1,ef20b580
Drenthe,Communication,3-10 year,25-35,NL,1,bbe733ae
Utrecht,HR,<3 year,<25,NL,1,85cbdaba
Limburg,Research & Development,10-20 year,45-55,NL,1,48cd1580
Gelderland,ICT,>20 year,45-55,NL,1,2b8a1cac
Friesland,Supply Chain,<3 year,25-35,NL,1,27638853
Gelderland,Communication,3-10 year,35-45,NL,1,3041590f
Gelderland,Sustainability,>20 year,35-45,NL,1,e8883e7f
Utrecht,Research & Development,3-10 year,45-55,NL,1,40fcf0a6
Utrecht,Supply Chain,10-20 year,45-55,NL,1,9abe5b00
Gelderland,Supply Chain,10-20 year,35-45,NL,1,06adbcc8
Gelderland,Research & Development,<3 year,55+,NL,1,dff732ff
Flevoland,Projectmanagement,<3 year,25-35,NL,1,46fb03d7
Zeeland,Sustainability,<3 year,35-45,NL,1,1a4ef632
Overijssel,Projectmanagement,3-10 year,45-55,NL,1,22c7384e
Friesland,HR,3-10 year,<25,NL,1,7434fe70
Noord-Holland,HR,>20 year,55+,NL,1,9c2e79ff
Overijssel,Procurement,>20 year,35-45,NL,1,a5a76de0
Gelderland,Supply Chain,3-10 year,35-45,NL,1,9a8f778e
Limburg,Supply Chain,>20 year,25-35,NL,1,e750af32
Utrecht,Marketing,10-20 year,45-55,NL,1,e22fe8ab
Zuid-Holland,Projectmanagement,10-20 year,35-45,NL,1,3e1431b2
Overijssel,Quality & Safety,<3 year,35-45,NL,1,117805fb
Friesland,Klantenservice,<3 year,25-35,NL,1,c8e4a06f
Overijssel,Sales,3-10 year,<25,NL,1,4ea082fc
Limburg,Sustainability,>20 year,45-55,NL,1,bb5ef5b6
Drenthe,ICT,10-20 year,55+,NL,1,aa1792fb
Friesland,Supply Chain,10-20 year,25-35,NL,1,a3155997
Overijssel,Marketing,>20 year,35-45,NL,1,416c5b01
Zeeland,Data & Analytics,>20 year,35-45,NL,1,79de60c9
Overijssel,Procurement,<3 year,35-45,NL,1,2fb0f886
Drenthe,Operations,<3 year,<25,NL,1,0ad3d99d
Noord-Holland,ICT,10-20 year,55+,NL,1,d4887877
Zeeland,Operations,10-20 year,25-35,NL,1,d2ca325c
Gelderland,Sales,10-20 year,35-45,NL,1,70b17016
Utrecht,Finance,10-20 year,<25,NL,1,f3fd065f
Utrecht,Supply Chain,10-20 year,<25,NL,1,15ba62b6
Drenthe,Supply Chain,3-10 year,35-45,NL,1,6c83319c
Friesland,Supply Chain,<3 year,55+,NL,1,3d0fe101
Limburg,Sales,10-20 year,25-35,NL,1,eb9ce5ef
Drenthe,Maintenance & Management,3-10 year,<25,NL,1,a0288b62
Noord-Holland,Maintenance & Management,>20 year,25-35,NL,1,f2751137
Overijssel,Communication,>20 year,45-55,NL,1,baf86c38
Zeeland,Finance,>20 year,<25,NL,1,0a968230
Zuid-Holland,Communication,>20 year,25-35,NL,1,5fa7dad3
Limburg,Communication,<3 year,45-55,NL,1,16cd1113
Zeeland,Quality & Safety,10-20 year,25-35,NL,1,d24ea7ef
Gelderland,Research & Development,3-10 year,25-35,NL,1,bd6942ab
Zuid-Holland,ICT,<3 year,35-45,NL,1,4.08E+80
Limburg,Finance,<3 year,35-45,NL,1,1c1f77df
Limburg,Marketing,10-20 year,55+,NL,1,0189eda6
Drenthe,Data & Analytics,10-20 year,55+,NL,1,7959b867
Gelderland,HR,>20 year,<25,NL,1,46063286
Noord-Holland,Strategy & Innovation,10-20 year,55+,NL,1,64f4bd62
Overijssel,Sustainability,<3 year,45-55,NL,1,c037cc2d
Friesland,Sustainability,3-10 year,<25,NL,1,a1ae51d2
Friesland,Projectmanagement,>20 year,25-35,NL,1,0f35eb8e
Zuid-Holland,Klantenservice,3-10 year,55+,NL,1,8c3706aa
Drenthe,Maintenance & Management,3-10 year,35-45,NL,1,615f2af0
Limburg,ICT,3-10 year,55+,NL,1,18614b1f
Zeeland,Marketing,<3 year,<25,NL,1,919bbd35
Gelderland,Maintenance & Management,10-20 year,45-55,NL,1,70588aa9
Overijssel,Marketing,3-10 year,25-35,NL,1,f3e72bb2
Zeeland,Procurement,>20 year,<25,NL,1,eba638af
Overijssel,Data & Analytics,>20 year,<25,NL,1,7c476ca5
Noord-Holland,Finance,10-20 year,45-55,NL,1,ab66076f
Zeeland,Strategy & Innovation,<3 year,45-55,NL,1,0aff5dba
Noord-Holland,Research & Development,10-20 year,35-45,NL,1,fc28bb44
Utrecht,Projectmanagement,3-10 year,25-35,NL,1,1817a9fb
Zeeland,Projectmanagement,10-20 year,45-55,NL,1,45554a49
Friesland,Supply Chain,>20 year,45-55,NL,1,0d4dc7d5
Flevoland,Finance,3-10 year,25-35,NL,1,3583c6fb
Utrecht,ICT,3-10 year,25-35,NL,1,28442586
Zeeland,Maintenance & Management,3-10 year,55+,NL,1,15a4327a
Zuid-Holland,Procurement,3-10 year,35-45,NL,1,a94c872e
Zuid-Holland,Data & Analytics,3-10 year,<25,NL,1,fbb367a6
Overijssel,Projectmanagement,<3 year,45-55,NL,1,7ffaca7f
Zeeland,Sales,<3 year,45-55,NL,1,f3224b9a
Zuid-Holland,HR,<3 year,25-35,NL,1,bc030a7a
Zeeland,Sustainability,3-10 year,55+,NL,1,8c540bd7
Zeeland,HR,3-10 year,45-55,NL,1,482dc351
Zuid-Holland,Data & Analytics,3-10 year,25-35,NL,1,405508fa
Gelderland,Data & Analytics,>20 year,35-45,NL,1,856f18d9
Zeeland,Communication,3-10 year,35-45,NL,1,60d3a324
Noord-Holland,ICT,>20 year,55+,NL,1,b566e142
Flevoland,Procurement,10-20 year,55+,NL,1,63022730
Utrecht,Quality & Safety,3-10 year,55+,NL,1,e25f4c8d
Gelderland,Sales,>20 year,<25,NL,1,c69912f1
Drenthe,Klantenservice,>20 year,55+,NL,1,881b8507
Gelderland,ICT,<3 year,<25,NL,1,76b9f0fd
Zuid-Holland,HR,>20 year,45-55,NL,1,13f590a3
Zuid-Holland,Data & Analytics,>20 year,45-55,NL,1,d47dee8c
Friesland,Finance,3-10 year,25-35,NL,1,3c67c87d
Gelderland,Sustainability,3-10 year,45-55,NL,1,c7705e59
Flevoland,Strategy & Innovation,3-10 year,<25,NL,1,e379b97c
Zeeland,Projectmanagement,10-20 year,<25,NL,1,1cf48a70
Gelderland,Finance,3-10 year,45-55,NL,1,63bf9153
Zeeland,HR,3-10 year,55+,NL,1,daf3d2e6
Flevoland,Sustainability,3-10 year,25-35,NL,1,363a88f9
Zeeland,Quality & Safety,<3 year,35-45,NL,1,a687c08d
Overijssel,Projectmanagement,10-20 year,25-35,NL,1,28b7d630
Flevoland,Projectmanagement,>20 year,35-45,NL,1,27140d72
Drenthe,Finance,>20 year,45-55,NL,1,7f3a66f4
Flevoland,Communication,<3 year,35-45,NL,1,b6c231b2
Drenthe,Operations,10-20 year,45-55,NL,1,4614c53d
Limburg,Quality & Safety,3-10 year,55+,NL,1,09c738f0
Drenthe,Sales,>20 year,<25,NL,1,5dff07bd
Flevoland,ICT,<3 year,55+,NL,1,e7bf7ea8
Zeeland,Sales,10-20 year,<25,NL,1,93f389f4
Zeeland,Communication,<3 year,45-55,NL,1,ae8904aa
Overijssel,Quality & Safety,10-20 year,25-35,NL,1,52c55326
Noord-Holland,Data & Analytics,3-10 year,55+,NL,1,478519d7
Friesland,Strategy & Innovation,>20 year,<25,NL,1,88079bc4
Flevoland,Communication,<3 year,45-55,NL,1,ba730156
Utrecht,Data & Analytics,3-10 year,<25,NL,1,1b7bfc73
Drenthe,HR,3-10 year,25-35,NL,1,367a0f84
Noord-Holland,Projectmanagement,10-20 year,25-35,NL,1,6c3ef65d
Drenthe,Communication,<3 year,<25,NL,1,bbf64117
Friesland,Sustainability,>20 year,45-55,NL,1,fa0f823c
Flevoland,Data & Analytics,>20 year,35-45,NL,1,457fd9c3
Utrecht,Sustainability,>20 year,<25,NL,1,5e4ed42f
Overijssel,Finance,3-10 year,25-35,NL,1,994e287f
Zuid-Holland,Research & Development,3-10 year,55+,NL,1,9596f748
Zeeland,ICT,<3 year,45-55,NL,1,d58525ff
Drenthe,Marketing,10-20 year,45-55,NL,1,93eb844f
Flevoland,Strategy & Innovation,>20 year,55+,NL,1,3dd588ca
Flevoland,Data & Analytics,10-20 year,35-45,NL,1,c623850d
Zuid-Holland,Operations,3-10 year,25-35,NL,1,1daded4e
Limburg,Strategy & Innovation,3-10 year,35-45,NL,1,7adf1afc
